owner_acronym,source_year,total_entries,total_contracts,total_amendments
atssc,2016,1,1,0
atssc,2017,2,2,0
cbsa,2014,1,1,0
cfia,2011,1,1,0
cfia,2012,4,4,0
cihr,2016,1,1,0
cnsc,2009,6,6,0
cnsc,2010,6,6,0
cnsc,2011,1,1,0
cnsc,2014,1,1,0
cra,2009,3,1,2
cra,2011,2,0,2
cra,2016,1,1,0
cra,2017,1,1,0
crtc,2017,1,1,0
csa,2015,1,1,0
csa,2016,1,0,1
csa,2017,3,0,3
csc,2015,3,3,0
csc,2016,3,3,0
csc,2017,2,2,0
dfo,2010,16,13,3
dfo,2011,20,14,6
dfo,2016,1,1,0
dnd,2008,5,5,0
dnd,2009,3,2,1
dnd,2010,10,7,3
dnd,2011,6,6,0
dnd,2012,4,3,1
dnd,2013,6,5,1
dnd,2014,9,9,0
dnd,2015,3,2,1
dnd,2017,6,4,2
ec,2008,15,15,0
ec,2009,14,14,0
ec,2010,30,28,2
ec,2011,32,31,1
ec,2015,1,1,0
ec,2017,2,2,0
elections,2016,1,1,0
elections,2017,6,5,1
esdc,2008,2,2,0
esdc,2009,4,4,0
esdc,2011,9,9,0
fin,2008,3,3,0
fin,2010,1,1,0
fin,2011,2,2,0
fintrac,2008,1,1,0
fintrac,2009,2,2,0
fintrac,2010,4,4,0
fintrac,2011,2,2,0
gac,2009,1,1,0
gac,2010,2,2,0
gac,2016,1,1,0
hc,2010,4,4,0
hc,2011,3,3,0
hc,2015,1,1,0
hc,2016,1,0,1
hc,2017,1,1,0
ic,2008,10,10,0
ic,2009,12,12,0
ic,2010,6,6,0
ic,2011,15,14,1
ic,2012,4,4,0
ic,2013,2,2,0
ic,2015,1,1,0
ic,2016,1,1,0
ircc,2010,9,9,0
ircc,2011,12,9,3
ircc,2012,1,0,1
just,2009,1,1,0
just,2010,3,3,0
just,2013,3,2,1
just,2014,2,1,1
just,2015,1,0,1
nrc,2009,11,11,0
nrc,2010,4,4,0
nrc,2011,3,3,0
nrc,2017,1,1,0
nrcan,2011,6,6,0
nrcan,2015,2,1,1
nrcan,2017,1,1,0
osfi,2016,1,1,0
osfi,2017,4,3,1
pch,2010,5,5,0
pch,2011,1,1,0
pco,2009,1,1,0
pco,2010,1,1,0
pco,2011,1,1,0
pco,2016,1,1,0
phac,2010,4,4,0
phac,2011,3,3,0
phac,2015,1,1,0
phac,2016,1,0,1
pptc,2011,2,1,1
ps,2010,10,10,0
ps,2011,4,4,0
ps,2012,1,1,0
ps,2013,1,1,0
ps,2016,1,1,0
ps,2017,3,3,0
psc,2010,8,8,0
psc,2011,3,3,0
pspc,2008,11,11,0
pspc,2009,13,13,0
pspc,2010,20,20,0
pspc,2011,18,18,0
pspc,2012,2,2,0
pspc,2013,1,1,0
pspc,2014,4,4,0
pspc,2015,4,3,1
pspc,2017,16,16,0
rcmp,2008,7,7,0
rcmp,2009,6,6,0
rcmp,2010,4,4,0
rcmp,2011,11,11,0
rcmp,2014,1,1,0
rcmp,2016,2,2,0
rcmp,2017,2,2,0
ssc,2012,155,84,71
ssc,2013,130,113,17
ssc,2014,84,77,7
ssc,2015,15,14,1
ssc,2016,105,99,6
ssc,2017,125,118,7
stats,2008,29,29,0
stats,2009,27,27,0
stats,2010,18,18,0
stats,2011,35,35,0
stats,2012,1,1,0
tbs,2009,1,1,0
tbs,2010,7,7,0
tbs,2011,12,11,1
tbs,2012,1,1,0
tbs,2013,1,1,0
tbs,2017,3,3,0
tc,2011,4,4,0
tc,2014,2,2,0
vac,2010,1,1,0
vac,2011,4,4,0
vac,2014,1,1,0
vac,2015,3,3,0
vac,2016,1,1,0
