owner_acronym,source_year,total_entries,total_contracts,total_amendments
agr,2013,7,6,1
agr,2014,2,1,1
agr,2015,5,4,1
agr,2016,5,4,1
agr,2017,1,1,0
cbsa,2015,1,1,0
cfia,2013,1,1,0
cfia,2014,1,0,1
cfia,2016,5,1,4
cfia,2017,1,0,1
cgc,2017,1,1,0
csa,2015,1,1,0
csc,2012,1,1,0
csc,2014,1,1,0
csc,2016,3,3,0
csc,2017,5,5,0
dfo,2010,3,1,2
dfo,2011,6,6,0
dfo,2012,1,1,0
dfo,2013,5,4,1
dfo,2014,5,5,0
dfo,2015,6,4,2
dfo,2016,6,4,2
dfo,2017,3,1,2
dnd,2008,8,7,1
dnd,2009,9,6,3
dnd,2010,9,7,2
dnd,2011,9,5,4
dnd,2012,3,3,0
dnd,2013,12,10,2
dnd,2014,8,7,1
dnd,2015,14,12,2
dnd,2016,3,3,0
dnd,2017,5,5,0
ec,2008,1,1,0
ec,2009,1,1,0
ec,2010,1,0,1
ec,2012,2,2,0
ec,2013,6,5,1
ec,2014,5,5,0
ec,2015,6,4,2
ec,2016,1,1,0
ec,2017,3,3,0
gac,2008,1,1,0
gac,2009,2,2,0
gac,2011,1,1,0
gac,2014,2,2,0
gac,2015,2,2,0
gac,2017,2,2,0
ic,2010,1,1,0
nrc,2010,5,3,2
nrc,2011,3,2,1
nrc,2013,1,1,0
nrc,2014,1,0,1
nrc,2015,3,3,0
nrc,2016,10,5,5
nrc,2017,3,3,0
nrcan,2011,4,4,0
nrcan,2016,1,1,0
pc,2008,1,1,0
pc,2013,1,1,0
pc,2015,3,2,1
pspc,2008,6,6,0
pspc,2009,4,3,1
pspc,2010,2,1,1
pspc,2011,5,3,2
pspc,2012,8,4,4
pspc,2013,16,5,11
pspc,2014,9,3,6
pspc,2015,15,7,8
pspc,2016,20,10,10
pspc,2017,21,8,13
rcmp,2008,1,1,0
rcmp,2009,1,1,0
rcmp,2010,1,1,0
rcmp,2011,4,4,0
rcmp,2013,3,1,2
rcmp,2014,7,6,1
rcmp,2015,3,2,1
rcmp,2016,2,2,0
rcmp,2017,4,3,1
ssc,2014,1,1,0
tc,2011,2,1,1
